"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Pterygota brasiliensis",1423920585,-21.3275,-41.09972,"cdround,gass84,rdatm",23080774,231,89,60,1800,301,153,148,246,207,255,207,990,170,26,52,429,91,294,91
"2",3,"Pterygota brasiliensis",1123817499,-20.75056,-41.23556,"gass84",22968451,239,108,62,1884,326,154,172,256,217,263,215,1091,185,25,58,509,93,348,112
"3",4,"Pterygota brasiliensis",1123824472,-19.84689,-40.90728,"gass84",22778379,243,110,65,1728,325,156,169,257,220,264,220,1165,204,26,63,571,95,388,95
"4",5,"Pterygota brasiliensis",1090875112,-20.7636,-41.5331,"gass84",22968444,226,117,64,1933,315,133,182,243,202,249,200,1148,206,23,64,558,77,405,97
"5",6,"Pterygota brasiliensis",1135817113,-4.29842,-38.91956,"gass84",19555706,216,82,75,560,272,163,109,214,219,222,208,1533,305,24,80,840,76,195,256
"6",8,"Pterygota brasiliensis",1090874502,-20.8489,-41.1128,"gass84",22985734,244,103,62,1884,328,162,166,260,221,267,220,1063,173,27,54,480,102,320,121
"7",9,"Pterygota brasiliensis",1090874493,-19.8203,-40.2733,"gass84",22769754,245,90,61,1729,318,172,146,259,225,267,222,1156,190,37,52,518,140,336,141
"8",10,"Pterygota brasiliensis",1090871656,-21.11694,-40.98333,"gass84,txmatfuz",23037577,236,89,60,1766,307,161,146,251,213,259,213,1002,169,31,51,434,102,282,102
"9",11,"Pterygota brasiliensis",1585338267,-20.71667,-42.01667,"cdround,gass84",22959792,210,129,65,2049,302,105,197,228,183,234,182,1237,226,20,71,629,64,483,83
"10",12,"Pterygota brasiliensis",1077584964,-8.00611,-35.03972,"gass84,iddatunl,preswcd",20324760,251,70,70,1046,300,200,100,240,255,262,235,1570,258,29,62,735,115,321,638
"11",13,"Pterygota brasiliensis",1123783952,-19.14417,-40.62194,"gass84",22631506,238,106,68,1512,314,160,154,250,218,258,218,1168,192,28,61,558,103,389,103
"12",14,"Pterygota brasiliensis",1089144613,-6.95,-35.54472,"gass84",20100107,244,96,73,1272,311,180,131,240,249,257,225,1076,163,20,59,457,73,262,384
"13",15,"Pterygota brasiliensis",1094927718,-12.16667,-37.96667,"gass84",21188689,238,79,66,1407,300,181,119,234,249,253,218,1752,301,69,48,746,248,316,571
