"","X","name","key","lat","lon","issues","cells","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",1,"Attalea dubia",1837381286,-26.91167,-49.58805,"cdround,gass84",24238330,171,106,54,2978,268,75,193,207,134,207,133,1541,178,90,20,484,300,482,323
"2",2,"Attalea dubia",1638723687,-22.57639,-43.46444,"gass84,iddatunl",23339917,189,100,59,2049,269,102,167,214,163,216,163,1689,272,40,59,761,137,695,137
"3",3,"Attalea dubia",1094716034,-26.11833,-49.07667,"cdround,gass84",24074183,151,98,54,2775,240,59,181,185,116,186,116,1677,211,92,26,575,311,568,311
"4",4,"Attalea dubia",1077379664,-26.81972,-49.04944,"cdround,gass84",24221063,200,92,51,2902,291,112,179,236,165,236,163,1587,198,82,25,538,287,538,295
"5",5,"Attalea dubia",1123805985,-23.43417,-45.07083,"gass84",23521319,225,94,55,2284,306,136,170,253,196,255,196,2525,334,84,44,978,280,948,280
"6",6,"Attalea dubia",1087506265,-23.41667,-45.25,"gass84",23521315,172,103,59,2205,249,76,173,198,142,200,142,1831,283,49,56,814,172,783,172
"7",7,"Attalea dubia",1087389590,-23.88333,-46.96667,"gass84",23616313,177,94,57,2335,254,90,164,205,147,207,147,2097,304,79,43,822,256,811,256
"8",8,"Attalea dubia",1123790315,-23.85278,-46.9425,"gass84",23607674,176,94,57,2313,252,89,163,204,146,205,146,2151,307,81,42,838,263,818,263
"9",9,"Attalea dubia",1097240591,-23.87416,-47.9905,"cdrep",23607649,183,105,58,2534,267,86,181,213,149,213,149,1200,195,35,52,519,127,493,127
"10",10,"Attalea dubia",1123788326,-22.28194,-42.53111,"gass84",23279460,182,103,58,2143,267,92,175,205,156,208,153,1395,255,25,67,665,89,580,112
"11",11,"Attalea dubia",1097589015,-27.12664,-48.91015,"",24290187,195,91,49,3045,284,101,183,233,160,233,155,1675,204,89,26,571,291,571,296
"12",13,"Attalea dubia",1097121543,-22.5309,-43.0084,"gass84",23331288,209,99,57,2205,292,121,171,236,180,238,180,1723,278,44,57,755,148,694,148
